Qty,Source,Identifier,Title,Source URL,Product Image,Price,Discounts and Taxes,Prep And Ship,Adjusted Price,In Stock,Amazon Title,Amazon URL,K URL,Camel Camel Camel URL,Amazon Seller Central URL,Amazon Image,Match Quality,Amazon Category,Brand,Variations,ASIN,Parent ASIN,Amazon UPC/EAN,UPC / EAN,Buy Box,Amazon Sells and In Stock,Amazon Buy Box Price,Average Price (30 days),Average Price (90 days),Amazon Return After Fees,GST/VAT to Remit,Gross Profit,Gross ROI,New Sellers,Competitive FBA Sellers,Potential Monthly Profit,Weight (lbs),Product Size,Sales Rank,Average Rank (30 Days),Average Rank (90 Days),Estimated Monthly Sales,Reviews,Rating,Last Update,Note,Amazon In Stock (30 days),Amazon In Stock (90 Days),Profit Margin,Length,Width,Height,WeightUnits,SizeUnits,Process ID,Process Name,Fulfillment Fee,Closing Fee,Referral Percent
1,target.com,,Omeprazole 20mg Acid Reducer Delayed Release Tablets - Wildberry Mint Flavor - 42ct - up &#38; up&#8482;,https://www.target.com/p/omeprazole-20mg-acid-reducer-delayed-release-tablets-wildberry-mint-flavor-42ct-up-38-up-8482/-/A-16600429,https://target.scene7.com/is/image/Target/GUEST_b8e3a60b-c97a-414c-b4c1-81f50bffdda8,$14.99,1.05,$0.50,$16.54,Yes,Omeprazole 20 mg Acid Reducer Delayed Release Tablets - Wildberry Mint Flavor - 42 ct - up & up153;,https://amazon.com/dp/B07DQSRTD9/,,http://camelcamelcamel.com/product/B07DQSRTD9,https://www.amazon.com/dp/B07DQSRTD9,https://m.media-amazon.com/images/I/41Zeu7f9lVL.jpg,100,Health & Household,Up & Up&#153;,1,B07DQSRTD9,,370030627455,370030627455,MF,out of stock,$28.00,$27.62,$27.62,$20.08,0,$3.54,21 %,3,0,0,0.12,Large Standard-Size,835944,834160,830530,0,0,0,2022-05-14T04:56:07.000000Z,,0,0,18,200,100,100,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
1,target.com,,Mrs. Meyer's Lemon Verbena Liquid Hand Soap Refill - 33 fl oz,https://www.target.com/p/mrs-meyer-39-s-lemon-verbena-liquid-hand-soap-refill-33-fl-oz/-/A-26393162,https://target.scene7.com/is/image/Target/GUEST_250ba967-e9ce-4776-af84-5a4207561901,$7.49,0.52,$0.50,$8.51,Yes,"Mrs. meyer's clean Day Liquid Hand Soap Refill, 33 Oz (Lemon Verbena, Pack - 3)",https://amazon.com/dp/B07HY36MTQ/,,http://camelcamelcamel.com/product/B07HY36MTQ,https://www.amazon.com/dp/B07HY36MTQ,https://m.media-amazon.com/images/I/41I253kd+TL.jpg,94,Beauty & Personal Care,Mrs. Meyer's Clean Day,1,B07HY36MTQ,,,808124121638,FBA,out of stock,$26.57,$26.54,$25.90,$14.38,0,$5.87,69 %,7,3,39.62,7.24,Large Standard-Size,166044,122985,104712,27,382,4.8,2022-05-14T06:06:47.000000Z,,1,2,41,984,831,528,hundredths-pounds,hundredths-inches,8237720,,8.01,0,0.15%
1,target.com,,Flexible Fabric Assorted Bandages - 100ct - up &#38; up&#8482;,https://www.target.com/p/flexible-fabric-assorted-bandages-100ct-up-38-up-8482/-/A-11305049,https://target.scene7.com/is/image/Target/GUEST_382301d9-79b1-4444-a9d8-3d8840cf8e52,$4.99,0.35,$0.50,$5.84,Yes,Flexible Fabric Assorted Bandages - 100ct - Up&Up153; (Compare to Band-Aid Brand Adhesive Bandages),https://amazon.com/dp/B07DQS9BNC/,,http://camelcamelcamel.com/product/B07DQS9BNC,https://www.amazon.com/dp/B07DQS9BNC,https://m.media-amazon.com/images/I/41TJ1fI8jTL.jpg,100,Health & Household,Up & Up&#153;,1,B07DQS9BNC,,17276226249,17276226249,,,$15.99,,,$9.85,0,$4.01,69 %,1,0,-4.01,0.2,Large Standard-Size,0,0,0,,0,0,2022-05-14T01:07:20.000000Z,,0,0,41,610,410,190,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
1,target.com,,Kellogg's Rice Krispies The Original Treats Crispy Marshmallow Squares - 2.2oz,https://www.target.com/p/kellogg-39-s-rice-krispies-the-original-treats-crispy-marshmallow-squares-2-2oz/-/A-14744667,https://target.scene7.com/is/image/Target/GUEST_a7f27d90-68a1-4bec-b1c9-2f839da29e53,$1.59,0.11,$0.50,$2.20,Yes,Rice Krispies Treats Big Bar,https://amazon.com/dp/B008PK2C9Y/,,http://camelcamelcamel.com/product/B008PK2C9Y,https://www.amazon.com/dp/B008PK2C9Y,https://m.media-amazon.com/images/I/41ooOnsE9DL.jpg,100,Pet Supplies,Continental Concession,1,B008PK2C9Y,,38000590993,38000590993,,,$28.50,,,$19.26,0,$17.06,775 %,6,0,-17.06,0,,0,0,0,,0,0,2022-05-14T02:38:38.000000Z,,0,0,89,0,0,0,hundredths-pounds,hundredths-inches,8237720,,4.95,0,0.15%
1,target.com,,Neutrogena Ultra Sheer Dry Touch Sunscreen Lotion - SPF 55 - 3 fl oz,https://www.target.com/p/neutrogena-ultra-sheer-dry-touch-sunscreen-lotion-spf-55-3-fl-oz/-/A-12388016,https://target.scene7.com/is/image/Target/GUEST_3f8aafbf-3a96-47ab-bd14-41e003dec879,$7.99,0.56,$0.50,$9.05,Yes,"Neutrogena Ultra Sheer Dry-Touch Water Resistant and Non-Greasy Sunscreen Lotion with Broad Spectrum SPF 100+, 3 fl. oz",https://amazon.com/dp/B00UOL8GW4/,,http://camelcamelcamel.com/product/B00UOL8GW4,https://www.amazon.com/dp/B00UOL8GW4,https://m.media-amazon.com/images/I/31wWZkpuBYL.jpg,75,Beauty & Personal Care,Neutrogena,1,B00UOL8GW4,,,,MF,out of stock,$31.99,$19.56,$19.63,$23.46,0,$14.41,159 %,5,0,475.53,0.2,Large Standard-Size,27305,34061,37020,33,543,4.7,2022-05-14T05:06:43.000000Z,,100,1,61,579,229,114,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
1,target.com,,Lemon &#38; Mint Glass Cleaner - 28 fl oz - Everspring&#8482;,https://www.target.com/p/lemon-38-mint-glass-cleaner-28-fl-oz-everspring-8482/-/A-75663185,https://target.scene7.com/is/image/Target/GUEST_e33cec82-643b-43fc-b931-f5a48bd9020c,$2.99,0.21,$0.50,$3.70,Yes,Lemon & Mint Glass Cleaner - 28 fl oz - Everspring,https://amazon.com/dp/B07RHPWVBX/,,http://camelcamelcamel.com/product/B07RHPWVBX,https://www.amazon.com/dp/B07RHPWVBX,https://m.media-amazon.com/images/I/31XzGjqqTLL.jpg,90,Health & Household,Everspring,1,B07RHPWVBX,,829576020966,829576020966,MF,out of stock,$15.43,$15.43,$14.79,$7.96,0,$4.26,115 %,6,0,12.78,0,,478618,387983,361655,3,2,5,2022-05-14T06:12:52.000000Z,,0,0,54,0,0,0,,,8237720,,,,
1,target.com,,Lemon &#38; Mint Glass Cleaner - 28 fl oz - Everspring&#8482;,https://www.target.com/p/lemon-38-mint-glass-cleaner-28-fl-oz-everspring-8482/-/A-75663185,https://target.scene7.com/is/image/Target/GUEST_e33cec82-643b-43fc-b931-f5a48bd9020c,$2.99,0.21,$0.50,$3.70,Yes,Mandarin & Ginger Granite & Stone Cleaner - 28 fl oz - Everspring,https://amazon.com/dp/B07RDLY39Z/,,http://camelcamelcamel.com/product/B07RDLY39Z,https://www.amazon.com/dp/B07RDLY39Z,https://m.media-amazon.com/images/I/31DvXkbXfXL.jpg,72,Health & Household,Everspring,1,B07RDLY39Z,,829576021024,829576020966,MF,out of stock,$19.25,,,$11.20,0,$7.50,203 %,3,0,15,0,,477813,0,0,2,6,4.1,2022-05-14T06:50:41.000000Z,,0,0,67,0,0,0,,,8237720,,,,
1,target.com,,Method Waterfall Gel Hand Soap - 12 fl oz,https://www.target.com/p/method-waterfall-gel-hand-soap-12-fl-oz/-/A-13530557,https://target.scene7.com/is/image/Target/GUEST_92a1fba9-7b43-4927-8f4d-c7b91e0775b4,$3.59,0.25,$0.50,$4.34,Yes,"Gel Hand Wash, Waterfall, 12 Oz Pump Bottle, 6/carton",https://amazon.com/dp/B00B7IRN5O/,,http://camelcamelcamel.com/product/B00B7IRN5O,https://www.amazon.com/dp/B00B7IRN5O,https://m.media-amazon.com/images/I/315+Gt-OqGL.jpg,100,Beauty & Personal Care,Method,2,B00B7IRN5O,B09KM6QP98,817939003794,817939003794,AMZ,yes,$17.88,$17.88,$17.62,$10.42,0,$6.08,140 %,16,1,9.12,0.86,Large Standard-Size,216938,364361,358598,3,10,2.6,2022-05-14T06:01:25.000000Z,,48,76,58,669,311,307,hundredths-pounds,hundredths-inches,8237720,,4.75,0,0.15%
1,target.com,,Method Waterfall Gel Hand Soap - 12 fl oz,https://www.target.com/p/method-waterfall-gel-hand-soap-12-fl-oz/-/A-13530557,https://target.scene7.com/is/image/Target/GUEST_92a1fba9-7b43-4927-8f4d-c7b91e0775b4,$3.59,0.25,$0.50,$4.34,Yes,"Method Gel Hand Soap, Waterfall, 12 Ounce",https://amazon.com/dp/B00O33F3FW/,,http://camelcamelcamel.com/product/B00O33F3FW,https://www.amazon.com/dp/B00O33F3FW,https://m.media-amazon.com/images/I/41+7jbHpL5L.jpg,100,Beauty & Personal Care,Method,1,B00O33F3FW,,817939003794,817939003794,MF,out of stock,$20.07,$20.07,$20.07,$11.59,0,$7.25,167 %,1,0,0,0.9,Large Standard-Size,392215,390154,389161,0,67,4.2,2022-05-14T06:55:03.000000Z,,0,0,63,795,634,335,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
6,target.com,,Chapstick Total Hydration Lip Balm - Soothing Oasis - 0.12oz,https://www.target.com/p/chapstick-total-hydration-lip-balm-soothing-oasis-0-12oz/-/A-16234064,https://target.scene7.com/is/image/Target/GUEST_f83fb4c5-40e1-4b92-aaea-e8403eca7479,$17.94,1.26,$0.50,$19.70,Yes,ChapStick Total Hydration 3-in-1 Lip Care Soothing Oasis 0.12 oz (Pack of 6),https://amazon.com/dp/B01LQXI3EY/,,http://camelcamelcamel.com/product/B01LQXI3EY,https://www.amazon.com/dp/B01LQXI3EY,https://m.media-amazon.com/images/I/51LJwEhjG2L.jpg,100,Beauty & Personal Care,Chapstick,3,B01LQXI3EY,B01LQXI3AS,,305731973129,MF,out of stock,$34.99,$34.91,$32.05,$24.26,0,$4.56,23 %,8,0,155.04,0.31,Large Standard-Size,89045,103780,86125,34,78,4.8,2022-05-14T04:41:55.000000Z,,0,0,19,1197,878,173,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
3,target.com,,Chapstick Total Hydration Lip Balm - Soothing Oasis - 0.12oz,https://www.target.com/p/chapstick-total-hydration-lip-balm-soothing-oasis-0-12oz/-/A-16234064,https://target.scene7.com/is/image/Target/GUEST_f83fb4c5-40e1-4b92-aaea-e8403eca7479,$8.97,0.63,$0.50,$10.10,Yes,ChapStick Total Hydration 3-in-1 Lip Care Soothing Oasis 0.12 oz (Pack of 3),https://amazon.com/dp/B01LQXI3F8/,,http://camelcamelcamel.com/product/B01LQXI3F8,https://www.amazon.com/dp/B01LQXI3F8,https://m.media-amazon.com/images/I/51Q7-Q8LQzL.jpg,100,Beauty & Personal Care,Chapstick,3,B01LQXI3F8,B01LQXI3AS,,305731973129,MF,out of stock,$22.99,$21.39,$19.13,$15.81,0,$5.71,57 %,5,0,268.37,0.13,Large Standard-Size,81642,104297,86771,47,316,4.8,2022-05-14T06:16:27.000000Z,,0,0,36,504,299,154,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
2,target.com,,Chapstick Total Hydration Lip Balm - Soothing Oasis - 0.12oz,https://www.target.com/p/chapstick-total-hydration-lip-balm-soothing-oasis-0-12oz/-/A-16234064,https://target.scene7.com/is/image/Target/GUEST_f83fb4c5-40e1-4b92-aaea-e8403eca7479,$5.98,0.42,$0.50,$6.90,Yes,ChapStick Total Hydration 3-in-1 Lip Care Soothing Oasis 0.12 oz (Pack of 2),https://amazon.com/dp/B01LQXI3H6/,,http://camelcamelcamel.com/product/B01LQXI3H6,https://www.amazon.com/dp/B01LQXI3H6,https://m.media-amazon.com/images/I/51xDKs-7LsL.jpg,100,Beauty & Personal Care,Chapstick,1,B01LQXI3H6,,,305731973129,FBA,out of stock,$20.88,,,$14.01,0,$7.11,103 %,2,1,-3.56,0.09,Large Standard-Size,0,0,0,,26,4.9,2022-05-14T03:12:46.000000Z,,0,0,51,551,331,98,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
12,target.com,,Chapstick Total Hydration Lip Balm - Soothing Oasis - 0.12oz,https://www.target.com/p/chapstick-total-hydration-lip-balm-soothing-oasis-0-12oz/-/A-16234064,https://target.scene7.com/is/image/Target/GUEST_f83fb4c5-40e1-4b92-aaea-e8403eca7479,$35.88,2.51,$0.50,$38.90,Yes,ChapStick Total Hydration 3-in-1 Lip Care Soothing Oasis 0.12 oz (Pack of 12),https://amazon.com/dp/B01LQXI3W6/,,http://camelcamelcamel.com/product/B01LQXI3W6,https://www.amazon.com/dp/B01LQXI3W6,https://m.media-amazon.com/images/I/51Q7-Q8LQzL.jpg,100,Beauty & Personal Care,Chapstick,3,B01LQXI3W6,B01LQXI3AS,,305731973129,MF,out of stock,$77.79,$77.22,$62.02,$60.65,0,$21.75,56 %,2,0,804.75,0.73,Large Standard-Size,89045,104049,87295,37,78,4.8,2022-05-14T05:01:28.000000Z,,0,0,36,945,524,303,hundredths-pounds,hundredths-inches,8237720,,5.14,0,0.15%
1,target.com,,Quaker Chewy Dipps Chocolate Covered Peanut Butter Granola Bars - 6ct,https://www.target.com/p/quaker-chewy-dipps-chocolate-covered-peanut-butter-granola-bars-6ct/-/A-13315062,https://target.scene7.com/is/image/Target/GUEST_ab4f1d66-682e-4674-939f-849e7703fd75,$2.49,0.17,$0.50,$3.16,Yes,"Quaker Peanut Butter Chewy Dipps Granola Bars,1.05 oz bars 6 Bars per Pack (Pack of 6)",https://amazon.com/dp/B005ER1C3S/,,http://camelcamelcamel.com/product/B005ER1C3S,https://www.amazon.com/dp/B005ER1C3S,https://m.media-amazon.com/images/I/61wgX8pibDL.jpg,100,Grocery & Gourmet Food,Quaker,1,B005ER1C3S,,,30000312711,FBA,out of stock,$31.02,$33.41,$33.16,$20.27,0,$17.11,541 %,31,4,99.24,2.47,Large Standard-Size,98552,92616,114715,29,139,4.4,2022-05-14T06:43:05.000000Z,,0,0,84,1043,630,579,hundredths-pounds,hundredths-inches,8237720,,6.08,0,0.15%
1,target.com,,Target Brand - Eucalyptus Bath Soak - 48oz - up &#38; up&#8482;,https://www.target.com/p/target-brand-eucalyptus-bath-soak-48oz-up-38-up-8482/-/A-17427291,https://target.scene7.com/is/image/Target/GUEST_c34881a2-1267-498b-b4a1-2d878b1b92ea,$3.99,0.28,$0.50,$4.77,Yes,Target Brand - Eucalyptus Bath Soak - 48 oz. - up & up153;,https://amazon.com/dp/B07CKT4CM4/,,http://camelcamelcamel.com/product/B07CKT4CM4,https://www.amazon.com/dp/B07CKT4CM4,https://m.media-amazon.com/images/I/41Gzz+YARCL.jpg,48,Beauty & Personal Care,Up & Up&#153;,1,B07CKT4CM4,,371661827214,371661827214,FBA,out of stock,$20.99,$20.99,$14.91,$11.01,0,$6.24,131 %,2,1,0,3.1,Large Standard-Size,1205437,1205391,1198949,0,0,0,2022-05-14T05:06:33.000000Z,,0,0,57,1039,724,252,hundredths-pounds,hundredths-inches,8237720,,6.75,0,0.15%
1,target.com,,Holler and Glow Purrfect Pedi Foot Mask - Rainbow - 1.35 fl oz,https://www.target.com/p/holler-and-glow-purrfect-pedi-foot-mask-rainbow-1-35-fl-oz/-/A-81913831,https://target.scene7.com/is/image/Target/GUEST_f4137374-7e11-4041-afd0-552a89d01243,$3.99,0.28,$0.50,$4.77,Yes,Pedi Couture Foot Mask,https://amazon.com/dp/B07Z6NWVKJ/,,http://camelcamelcamel.com/product/B07Z6NWVKJ,https://www.amazon.com/dp/B07Z6NWVKJ,https://m.media-amazon.com/images/I/31Q5Io8DjmL.jpg,0,Beauty & Personal Care,Pedi Couture,1,B07Z6NWVKJ,,,843060131341,FBA,out of stock,$14.95,$14.95,$14.95,$8.97,0,$4.20,88 %,2,2,0,0.28,Large Standard-Size,650633,572838,573060,0,0,0,2022-05-13T19:05:28.000000Z,,0,0,47,846,512,110,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
1,target.com,,Seventh Generation Dish Liquid Soap - Lavender &#38; Mint - 19 fl oz,https://www.target.com/p/seventh-generation-dish-liquid-soap-lavender-38-mint-19-fl-oz/-/A-81400484,https://target.scene7.com/is/image/Target/GUEST_3eef18a0-a533-45c3-b6ae-2e742a225aba,$2.89,0.2,$0.50,$3.59,Yes,"Seventh Generat, Dish Liquid Lavender, 19 Ounce",https://amazon.com/dp/B09MQYCVW8/,,http://camelcamelcamel.com/product/B09MQYCVW8,https://www.amazon.com/dp/B09MQYCVW8,https://m.media-amazon.com/images/I/41UC7nAaCfL.jpg,100,Health & Household,Seventh Generat,1,B09MQYCVW8,,,732913449828,MF,out of stock,$34.76,,,$24.13,0,$20.54,572 %,5,0,-20.54,1.5,Large Standard-Size,0,0,0,,0,0,2022-05-14T05:43:01.000000Z,,0,0,85,900,400,100,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
1,target.com,,Que Bella Refreshing Watermelon Peel Off Mask - 0.35oz,https://www.target.com/p/que-bella-refreshing-watermelon-peel-off-mask-0-35oz/-/A-51169038,https://target.scene7.com/is/image/Target/GUEST_925de183-33d2-4543-a9c0-3e981e18b277,$1.99,0.14,$0.50,$2.63,Yes,Que Bella Face Mask Pamper Pack Gift Set - Includes 6 Face Masks in a Gift Bag,https://amazon.com/dp/B081DBVHJX/,,http://camelcamelcamel.com/product/B081DBVHJX,https://www.amazon.com/dp/B081DBVHJX,https://m.media-amazon.com/images/I/41M2Ov1OeKL.jpg,92,Beauty & Personal Care,Que Bella,1,B081DBVHJX,,5060242151712,5060242151712,FBA,out of stock,$27.50,$26.69,$26.58,$19.63,0,$17.00,646 %,12,1,42.5,0.19,Large Standard-Size,387573,329241,374470,5,25,4.5,2022-05-14T06:28:52.000000Z,,0,0,87,587,469,134,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
7,target.com,,Simply Saline Nasal Care Daily Relief Mist Spray - 4.5 oz,https://www.target.com/p/simply-saline-nasal-care-daily-relief-mist-spray-4-5-oz/-/A-17263050,https://target.scene7.com/is/image/Target/GUEST_c228c2dd-b200-4802-8407-809607f57bd6,$57.33,4.01,$0.50,$61.82,Yes,Simply Saline Nasal Mist 4.25 oz (Pack of 7),https://amazon.com/dp/B01IAI8Z8C/,,http://camelcamelcamel.com/product/B01IAI8Z8C,https://www.amazon.com/dp/B01IAI8Z8C,https://m.media-amazon.com/images/I/41dWX13FSaL.jpg,100,Health & Household,Simply Saline,1,B01IAI8Z8C,,22600029502,22600029502,MF,out of stock,$119.00,$92.63,$83.32,$95.92,0,$34.10,55 %,1,0,0,0.6,,1009236,1007988,1001872,0,0,0,2022-05-13T18:25:58.000000Z,,0,0,36,0,0,0,hundredths-pounds,hundredths-inches,8237720,,,,
1,target.com,,Larabar Kid Chocolate Brownies 6ct / .96oz,https://www.target.com/p/larabar-kid-chocolate-brownies-6ct-96oz/-/A-53141067,https://target.scene7.com/is/image/Target/GUEST_1146e77a-7dd2-40fc-822a-21e9fc30091e,$4.29,0.3,$0.50,$5.09,Yes,"Larabar Kids Chocolate Brownie Gluten Free Bar, 5.76 oz, 6 ct (Pack of 8)",https://amazon.com/dp/B07D9X4MQ4/,,http://camelcamelcamel.com/product/B07D9X4MQ4,https://www.amazon.com/dp/B07D9X4MQ4,https://m.media-amazon.com/images/I/51bwL5De9kL.jpg,100,Grocery & Gourmet Food,LÄrabar,2,B07D9X4MQ4,B09SF158VH,21908106045,21908106045,AMZ,yes,$35.92,$33.76,$34.43,$23.17,0,$18.08,355 %,3,1,397.76,4.08,Large Standard-Size,6112,7366,7678,44,460,4.8,2022-05-14T03:30:12.000000Z,,37,79,78,1185,799,717,hundredths-pounds,hundredths-inches,8237720,,6.73,0,0.15%
1,target.com,,"Cashews, Cherries and Almond with Cocoa Drizzle Fruit and Nut Bars - 4ct - Good & Gather&#8482;",https://www.target.com/p/cashews-cherries-and-almond-with-cocoa-drizzle-fruit-and-nut-bars-4ct-good-gather-8482/-/A-54514962,https://target.scene7.com/is/image/Target/GUEST_05ede31b-a8a0-4cf8-8c81-03308e850ffd,$3.99,0.28,$0.50,$4.77,Yes,"Good & Gather- Cashews, Cherries and Almond with Cocoa Drizzle Fruit and Nut Bars - 4ct - 5.6 OZ",https://amazon.com/dp/B07YZSZN5T/,,http://camelcamelcamel.com/product/B07YZSZN5T,https://www.amazon.com/dp/B07YZSZN5T,https://images-na.ssl-images-amazon.com/images/I/01RmK+J4pJL.gif,100,Grocery & Gourmet Food,Target Stores,1,B07YZSZN5T,,85239044575,85239044575,MF,out of stock,$28.00,,,$20.06,0,$15.29,321 %,1,0,-15.29,0.33,Large Standard-Size,0,0,0,,2,5,2022-05-14T05:28:15.000000Z,,0,0,76,610,532,154,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
1,target.com,,ZonePerfect Protein Bar Fudge Graham - 10 ct/17.6oz,https://www.target.com/p/zoneperfect-protein-bar-fudge-graham-10-ct-17-6oz/-/A-13270210,https://target.scene7.com/is/image/Target/GUEST_e86aeeef-5928-4fd7-841d-5f97bdd5ec30,$8.99,0.63,$0.50,$10.12,Yes,Abbott Zone Perfect Classic Fudge Graham Nutrition Bars 10-pk.,https://amazon.com/dp/B00KC5CBLE/,,http://camelcamelcamel.com/product/B00KC5CBLE,https://www.amazon.com/dp/B00KC5CBLE,https://m.media-amazon.com/images/I/51POMAkEbTL.jpg,100,Grocery & Gourmet Food,Zone Perfect,1,B00KC5CBLE,,638102565518,638102565518,MF,out of stock,$35.95,$35.96,$33.70,$25.11,0,$14.99,148 %,4,0,14.99,1.2,Large Standard-Size,480686,514155,454050,1,3,4.6,2022-05-14T05:12:10.000000Z,,0,0,60,590,510,400,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
1,target.com,,Clean & Clear Essentials Dual Action Facial Moisturizer - 4 fl oz,https://www.target.com/p/clean-clear-essentials-dual-action-facial-moisturizer-4-fl-oz/-/A-14656153,https://target.scene7.com/is/image/Target/GUEST_4f4050c9-d601-45f6-b8d0-a4a2f895d114,$4.99,0.35,$0.50,$5.84,Yes,"Clean & Clear ESSENTIALS Dual Action Moisturizer, 4 Ounce",https://amazon.com/dp/B00BS7AQ80/,,http://camelcamelcamel.com/product/B00BS7AQ80,https://www.amazon.com/dp/B00BS7AQ80,https://m.media-amazon.com/images/I/21AgO7ebQ+L.jpg,100,Health & Household,Clean & Clear,0,B00BS7AQ80,,381370035725,381370035725,,,$18.99,,,$10.98,0,$5.14,88 %,1,0,-5.14,0.25,,0,0,0,,0,0,2022-05-14T04:42:03.000000Z,,0,0,47,0,0,0,hundredths-pounds,hundredths-inches,8237720,,,,
6,target.com,,Clean & Clear Essentials Dual Action Facial Moisturizer - 4 fl oz,https://www.target.com/p/clean-clear-essentials-dual-action-facial-moisturizer-4-fl-oz/-/A-14656153,https://target.scene7.com/is/image/Target/GUEST_4f4050c9-d601-45f6-b8d0-a4a2f895d114,$29.94,2.1,$0.50,$32.54,Yes,"Clean & Clear Essentials Dual Action Facial Moisturizer with Salicylic Acid Acne Medication to Treat Acne and Prevent Pimples, Oil Free Face Moisturizer Cream for Acne-Prone Skin, 4 oz (Pack of 6)",https://amazon.com/dp/B01IA9BLKU/,,http://camelcamelcamel.com/product/B01IA9BLKU,https://www.amazon.com/dp/B01IA9BLKU,https://m.media-amazon.com/images/I/4178QfUXFzL.jpg,100,Beauty & Personal Care,Clean & Clear,1,B01IA9BLKU,,,381370035725,MF,out of stock,$57.45,$58.95,$50.10,$41.59,0,$9.05,28 %,4,0,0,1.65,Large Standard-Size,763754,759921,745911,0,7,5,2022-05-14T04:42:09.000000Z,,0,0,22,1000,1000,400,hundredths-pounds,hundredths-inches,8237720,,5.68,0,0.15%
9,target.com,,Clean & Clear Essentials Dual Action Facial Moisturizer - 4 fl oz,https://www.target.com/p/clean-clear-essentials-dual-action-facial-moisturizer-4-fl-oz/-/A-14656153,https://target.scene7.com/is/image/Target/GUEST_4f4050c9-d601-45f6-b8d0-a4a2f895d114,$44.91,3.14,$0.50,$48.56,Yes,CLEAN & CLEAR Dual Action Oil-Free Moisturizer 4 oz (Pack of 9),https://amazon.com/dp/B01IA9BU56/,,http://camelcamelcamel.com/product/B01IA9BU56,https://www.amazon.com/dp/B01IA9BU56,https://m.media-amazon.com/images/I/410Dj7aD9vL.jpg,100,Beauty & Personal Care,Clean & Clear,1,B01IA9BU56,,,381370035725,MF,out of stock,$83.15,$81.25,$71.68,$63.48,0,$14.92,31 %,5,0,0,2.25,Large Standard-Size,1084282,1082870,1070501,0,0,0,2022-05-14T04:42:13.000000Z,,0,0,24,1200,600,400,hundredths-pounds,hundredths-inches,8237720,,5.68,0,0.15%
1,target.com,,Seventh Generation Dishwasher Detergent Powder Free &#38; Clear - 75oz,https://www.target.com/p/seventh-generation-dishwasher-detergent-powder-free-38-clear-75oz/-/A-13218995,https://target.scene7.com/is/image/Target/GUEST_eadb2ae0-3c6b-496c-b63d-172299f714fb,$7.39,0.52,$0.50,$8.41,Yes,Seventh Generation Free and Clear Dishwasher Detergent Powder 75 oz,https://amazon.com/dp/B0004JKJ08/,,http://camelcamelcamel.com/product/B0004JKJ08,https://www.amazon.com/dp/B0004JKJ08,https://m.media-amazon.com/images/I/51qM1ZOBHbL.jpg,100,Health & Household,Seventh Generation,1,B0004JKJ08,,732913221516,732913221516,MF,out of stock,$22.20,,,$11.69,0,$3.28,39 %,3,0,-3.28,5,Large Standard-Size,0,0,0,,0,0,2022-05-14T03:54:23.000000Z,,0,0,28,1118,886,248,hundredths-pounds,hundredths-inches,8237720,,7.07,0,0.15%
16,target.com,,Seventh Generation Dishwasher Detergent Powder Free &#38; Clear - 75oz,https://www.target.com/p/seventh-generation-dishwasher-detergent-powder-free-38-clear-75oz/-/A-13218995,https://target.scene7.com/is/image/Target/GUEST_eadb2ae0-3c6b-496c-b63d-172299f714fb,$118.24,8.28,$0.50,$127.06,Yes,"SEVENTH GENERATION AUTO DISH POWDER,FR&amp;CLR, 75 OZ16",https://amazon.com/dp/B005GTWM0G/,,http://camelcamelcamel.com/product/B005GTWM0G,https://www.amazon.com/dp/B005GTWM0G,https://m.media-amazon.com/images/I/41LZ7tO86vL.jpg,100,Health & Household,Seventh Generation,1,B005GTWM0G,,,732913221516,MF,out of stock,$237.49,,,$196.71,0,$69.65,55 %,1,0,-69.65,10.25,,0,0,0,,0,0,2022-05-14T05:18:20.000000Z,,0,0,35,0,0,0,hundredths-pounds,hundredths-inches,8237720,,,,
24,target.com,,Seventh Generation Dishwasher Detergent Powder Free &#38; Clear - 75oz,https://www.target.com/p/seventh-generation-dishwasher-detergent-powder-free-38-clear-75oz/-/A-13218995,https://target.scene7.com/is/image/Target/GUEST_eadb2ae0-3c6b-496c-b63d-172299f714fb,$177.36,12.42,$0.50,$190.34,Yes,"SEVENTH GENERATION AUTO DISH POWDER,FR&amp;CLR, 75 OZ24",https://amazon.com/dp/B005GWVLKK/,,http://camelcamelcamel.com/product/B005GWVLKK,https://www.amazon.com/dp/B005GWVLKK,https://m.media-amazon.com/images/I/51h48SwyYlL.jpg,100,Health & Household,Seventh Generation,1,B005GWVLKK,,732913221516,732913221516,MF,out of stock,$334.22,,,$278.93,0,$88.59,47 %,2,0,-88.59,123.12,,0,0,0,,0,0,2022-05-14T05:18:21.000000Z,,0,0,32,0,0,0,hundredths-pounds,hundredths-inches,8237720,,4.95,0,0.15%
