Qty,Source,Identifier,Title,"Source URL","Product Image",Price,"Discounts and Taxes","Prep And Ship","Adjusted Price","In Stock","Amazon Title","Amazon URL","K URL","Camel Camel Camel URL","Amazon Seller Central URL","Amazon Image","Match Quality","Amazon Category",Brand,Variations,ASIN,"Parent ASIN","Amazon UPC/EAN","UPC / EAN","Buy Box","Amazon Sells and In Stock","Amazon Buy Box Price","Average Price (30 days)","Average Price (90 days)","Amazon Return After Fees","GST/VAT to Remit","Gross Profit","Gross ROI","New Sellers","Competitive FBA Sellers","Potential Monthly Profit","Weight (lbs)","Product Size","Sales Rank","Average Rank (30 Days)","Average Rank (90 Days)","Estimated Monthly Sales",Reviews,Rating,"Last Update",Note,"Amazon In Stock (30 days)","Amazon In Stock (90 Days)",Length,Width,Height,WeightUnits,SizeUnits
1,kohls.com,,"Nerf Fortnite SP-L Elite Dart Blaster",https://www.kohls.com/product/prd-3608553/nerf-fortnite-sp-l-elite-dart-blaster.jsp,https://media.kohlsimg.com/is/image/kohls/3608553,$6.99,-0.93,$0.00,$6.03,No,"NERF Fortnite Sp-L Elite Dart Blaster",https://amazon.com/dp/B07M6TG3KK/,,,,https://m.media-amazon.com/images/I/3163BfSkprL.jpg,100,"Toys & Games",Nerf,1,B07M6TG3KK,B07R6JSKL4,630509840083,630509840083,FBA,yes,$33.00,$29.43,$29.76,$22.13,0,$16.10,"267 %",13,7,,1.52,"Large Standard-Size",25434,25879,22297,42,9284,4.7,2022-03-25T19:14:11.000000Z,,65,25,1378,1004,295,hundredths-pounds,hundredths-inches
1,target.com,,"Dreambone Chicken Twist Sticks Dog Treats - 100ct",http://www.target.com/p/dreambone-chicken-twist-sticks-dog-treats-100ct/-/A-77550167,https://target.scene7.com/is/image/Target/GUEST_cc03411d-4276-4b96-90d9-5558809ced31,$10.99,-1.25,$0.00,$9.73,Yes,"DreamBone Twist Sticks Rawhide Free Dog Chews, Made with Real Chicken, 100 Pack",https://amazon.com/dp/B071496ZYQ/,,,,https://m.media-amazon.com/images/I/518RDqUdpwS.jpg,100,"Pet Supplies",Dreambone,2,B071496ZYQ,B094PBZMXV,810833028450,810833028450,MF,"out of stock",$29.50,$32.58,$30.50,$19.86,0,$10.13,"104 %",15,0,,1.27,"Large Standard-Size",16912,26610,20916,41,515,4.7,2022-03-25T16:43:58.000000Z,,0,0,980,791,201,hundredths-pounds,hundredths-inches
1,target.com,,"Always Ultra Thin Extra Heavy Overnight Pads - Size 5 - 46ct",http://www.target.com/p/always-ultra-thin-extra-heavy-overnight-pads-size-5-46ct/-/A-53053136,https://target.scene7.com/is/image/Target/GUEST_58b3fe6c-e963-4138-b3e0-ce8b02b49322,$7.39,-0.84,$0.00,$6.54,Yes,"ALWAYS Ultra Thin Size 5 Extra Heavy Overnight Pads With Wings Unscented, 46 Count",https://amazon.com/dp/B07148TC86/,,,,https://m.media-amazon.com/images/I/51Y7PhFEQhL.jpg,100,"Health & Household",Always,1,B07148TC86,,037000979494,037000979494,MF,"out of stock",$18.99,$18.04,$17.47,$10.23,0,$3.69,"56 %",6,0,,0.86,"Large Standard-Size",79156,71963,86038,40,518,4.7,2022-03-25T07:16:52.000000Z,,9,7,937,654,461,hundredths-pounds,hundredths-inches
1,walmart.com,,"Dove Men+Care Elements Body and Face Bar Charcoal + Clay, 4 Oz., 4 Bar",https://www.walmart.com/ip/Dove-Men-Care-Elements-Body-and-Face-Bar-Charcoal-Clay-4-Oz-4-Bar/311413385,https://i5.walmartimages.com/asr/d81d1765-c206-4815-a831-fbc803ad68c8.82ddf191a1ca359f80f4c860abf2a4bd.jpeg?odnHeight=360&odnWidth=360&odnBg=FFFFFF,$4.97,-0.49,$0.00,$4.46,Yes,"Dove Men+Care Elements Body and Face Bar Charcoal + Clay 4 oz, 4 Bar",https://amazon.com/dp/B07CKKDBZJ/,,,,https://m.media-amazon.com/images/I/415k6xOtmVL.jpg,83,"Beauty & Personal Care","Dove Men + Care",1,B07CKKDBZJ,,0011111005938,0011111005938,FBA,"out of stock",$12.59,$11.99,$13.21,$5.54,0,$1.08,"24 %",21,4,,1.1,"Large Standard-Size",56418,65255,57150,38,741,4.7,2022-03-25T14:06:09.000000Z,,0,0,555,370,252,hundredths-pounds,hundredths-inches
1,dollargeneral.com,,"DG Health Extra-Strength Pain Reliever Caplets, 100 Ct",https://www.dollargeneral.com/products/product-page.dg-health-extra-strength-pain-reliever-caplets-100-ct.html,https://www.dollargeneral.com/commerce/media/catalog/product/cache/0231fa359cffc72ddbbccc4eb84f7cfe/d/g/dghl_es_pain_relief_acetaminophen_100ct.jpg,$2.50,-0.17,$0.00,$2.32,Yes,"Diapers Newborn/Size 1 (8-14 lb), 32 Count - Pampers Swaddlers Disposable Baby Diapers, Jumbo Pack (Packaging May Vary)",https://amazon.com/dp/B08V6RB6VJ/,,,,https://m.media-amazon.com/images/I/51CrpYeqWVL.jpg,100,"Baby Products",Pampers,5,B08V6RB6VJ,B0939TS9D5,037000828365,037000828365,FBA,"out of stock",$17.97,$18.27,$17.13,$9.31,0,$6.99,"301 %",10,1,,1.48,"Large Standard-Size",7562,10632,9019,30,165,4.7,2022-03-25T09:42:20.000000Z,,0,0,1012,839,453,hundredths-pounds,hundredths-inches
1,bedbathandbeyond.com,,"LEGO Friends Baby Elephant Jungle Rescue 41421 LEGO Set (203 Pieces)",https://www.bedbathandbeyond.com/product/prd-4401273/lego-friends-baby-elephant-jungle-rescue-41421-building-kit-203-pieces.jsp,https://media.kohlsimg.com/is/image/kohls/4401273,$19.99,-4.30,$0.00,$15.43,Yes,"LEGO Friends Baby Elephant Jungle Rescue 41421 Adventure Building Kit; Animal Rescue Playset That Comes with a Toy Truck and Trailer, Plus Friends Emma and Stephanie (203 Pieces)",https://amazon.com/dp/B08586NBGB/,,,,https://m.media-amazon.com/images/I/51Yt4f4b73L.jpg,100,"Toys & Games",Lego,1,B08586NBGB,,673419320047,673419320047,FBA,yes,$28.49,$27.46,$27.28,$19.00,0,$3.57,"23 %",63,8,,0.71,"Large Standard-Size",76450,55950,35840,32,1974,4.8,2022-03-25T04:21:52.000000Z,,28,37,1008,744,244,hundredths-pounds,hundredths-inches
1,jcpenney.com,,"Lego Friends Baby Elephant Jungle Rescue",https://www.jcpenney.com/p/lego-friends-baby-elephant-jungle-rescue/ppr5007993218,"https://s7d4.scene7.com/is/image/JCPenney/DP1008202017031016M.tif?wid=350&hei=350&op_usm=.4,.8,0,0&resmode=sharp2",$19.99,-4.55,$0.00,$15.17,No,"LEGO Friends Baby Elephant Jungle Rescue 41421 Adventure Building Kit; Animal Rescue Playset That Comes with a Toy Truck and Trailer, Plus Friends Emma and Stephanie (203 Pieces)",https://amazon.com/dp/B08586NBGB/,,,,https://m.media-amazon.com/images/I/51Yt4f4b73L.jpg,84,"Toys & Games",Lego,1,B08586NBGB,,673419320047,673419320047,FBA,yes,$28.49,$27.46,$27.28,$19.00,0,$3.83,"25 %",63,8,,0.71,"Large Standard-Size",76450,55950,35840,32,1974,4.8,2022-03-25T04:22:28.000000Z,,28,37,1008,744,244,hundredths-pounds,hundredths-inches
1,shopdisney.com,,"LEGO National Geographic Baby Elephant Jungle Rescue 41421",https://www.shopdisney.com/lego-national-geographic-baby-elephant-jungle-rescue-41421-673419320047.html,https://cdn-ssl.s7.disneystore.com/is/image/DisneyShopping/6005047091621,$11.98,-1.20,$0.00,$10.78,No,"LEGO Friends Baby Elephant Jungle Rescue 41421 Adventure Building Kit; Animal Rescue Playset That Comes with a Toy Truck and Trailer, Plus Friends Emma and Stephanie, New 2020 (203 Pieces)",https://amazon.com/dp/B08586NBGB/,,,,https://m.media-amazon.com/images/I/51Yt4f4b73L.jpg,100,"Toys & Games",Lego,1,B08586NBGB,,673419320047,673419320047,FBA,yes,$28.49,$27.46,$27.28,$19.00,0,$8.22,"76 %",63,8,,0.71,"Large Standard-Size",76450,55950,35840,32,1974,4.8,2022-03-25T04:22:32.000000Z,,28,37,1008,744,244,hundredths-pounds,hundredths-inches
1,target.com,,"Transformers Generations War for Cybertron: Kingdom Leader WFC-K28 Galvatron",http://www.target.com/p/transformers-generations-war-for-cybertron-kingdom-leader-wfc-k28-galvatron/-/A-80171201,https://target.scene7.com/is/image/Target/GUEST_0c33c1f9-65b4-4583-81c9-6cf65e14268b,$49.99,-5.70,$0.00,$44.24,No,"Transformers Toys Generations War for Cybertron: Kingdom Leader WFC-K28 Galvatron Action Figure - Kids Ages 8 and Up, 7.5-inch",https://amazon.com/dp/B08P3TVZKR/,,,,https://m.media-amazon.com/images/I/41xzRoZKtaL.jpg,100,"Toys & Games",Transformers,1,B08P3TVZKR,,5010993782208,5010993782208,FBA,"out of stock",$72.98,$71.41,$62.94,$56.06,0,$11.82,"27 %",27,1,,1.06,"Large Standard-Size",59750,56509,34163,34,565,4.8,2022-03-25T18:46:25.000000Z,,4,22,1102,917,402,hundredths-pounds,hundredths-inches
1,walmart.com,,"Gatorade Recover Peanut Butter Chocolate Whey Protein Bars, 20g Protein, 6 Pack",https://www.walmart.com/ip/Gatorade-Recover-Peanut-Butter-Chocolate-Whey-Protein-Bars-20g-Protein-6-Pack/558471204,https://i5.walmartimages.com/asr/b891413d-bc0a-4b53-9ab6-a8ab4e206563_1.2be4cddf521dc17819a56cdff86b7adc.jpeg?odnHeight=360&odnWidth=360&odnBg=ffffff,$7.98,-0.79,$0.00,$7.17,Yes,"Gatorade Whey Protein Recover Bars, Peanut Butter Chocolate, 2.8 ounce bars, 6 Count",https://amazon.com/dp/B07D9WGN6M/,,,,https://m.media-amazon.com/images/I/51VPkK8sP+L.jpg,100,"Health & Household",Gatorade,1,B07D9WGN6M,,0052000041132,0052000041132,MF,"out of stock",$18.95,$19.00,$18.89,$10.93,0,$3.76,"52 %",13,0,,1.17,"Large Standard-Size",86563,92607,116411,44,477,4.6,2022-03-25T19:01:42.000000Z,,0,0,710,645,225,hundredths-pounds,hundredths-inches
1,kohls.com,,"L. Ultra Thin Super Pads - 42 Count",https://www.kohls.com/product/prd-4563509/l-ultra-thin-super-pads-42-count.jsp,https://media.kohlsimg.com/is/image/kohls/4563509,$2.79,-0.37,$0.00,$2.41,No,"L. Chlorine Free Ultra Thin Super Absorbency Pads with Wings, 42 Count, (P2000)",https://amazon.com/dp/B081HPN15W/,,,,https://m.media-amazon.com/images/I/51NPQQ6LLgL.jpg,100,"Health & Household",L.,1,B081HPN15W,,852717003313,852717003313,FBA,"out of stock",$10.95,$10.75,$10.79,$4.11,0,$1.70,"71 %",15,4,,0.73,"Large Standard-Size",95205,97249,94268,39,310,4.7,2022-03-25T07:14:21.000000Z,,1,1,1165,732,453,hundredths-pounds,hundredths-inches
1,walmart.com,,"Turbie Twist The Original Microfiber Super-Absorbent Hair Towel",https://www.walmart.com/ip/Turbie-Twist-The-Original-Microfiber-Super-Absorbent-Hair-Towel/43340806,https://i5.walmartimages.com/asr/be6a29a9-8406-4a1c-8460-8c87e9f4fdc3_1.281a9981eb90cf1bea9fedc793d0bd23.jpeg?odnHeight=360&odnWidth=360&odnBg=ffffff,$4.98,-0.50,$0.00,$4.47,Yes,"Turbie Twist Super-Absorbent Hair Towel Microfiber Twist & Loop (Colors May Vary)",https://amazon.com/dp/B00TUPFFTM/,,,,https://m.media-amazon.com/images/I/41CIpgHQhIL.jpg,86,"Beauty & Personal Care","Turbie Twist",1,B00TUPFFTM,,0858816002226,0858816002226,FBA,"out of stock",$11.52,$11.88,$11.97,$6.23,0,$1.76,"39 %",34,3,,0.25,"Large Standard-Size",70082,99044,84576,37,405,4.6,2022-03-25T06:54:27.000000Z,,0,0,790,510,120,hundredths-pounds,hundredths-inches
1,miniaturemarket.com,,"T.I.M.E. Stories: The Marcy Case Expansion",https://www.miniaturemarket.com/asmscts02us.html,https://media.miniaturemarket.com/media/catalog/product/a/s/asmscts02us.jpg,$23.99,,$0.00,,Yes,"TIME Stories",https://amazon.com/dp/B013TRQLJO/,,,,https://m.media-amazon.com/images/I/319Uc0S1WqL.jpg,100,"Toys & Games","Space Cowboys",1,B013TRQLJO,,3558380031031,3558380031031,AMZ,yes,$41.89,$41.89,$41.89,$28.71,0,$4.72,"20 %",10,1,,4.03,"Large Standard-Size",71843,107324,81115,31,326,4.5,2022-03-25T19:31:01.000000Z,,100,100,1173,1142,299,hundredths-pounds,hundredths-inches
1,gamenerdz.com,,"Asmodee T.I.M.E. Stories: The Marcy Case Expansion",https://www.gamenerdz.com/t-i-m-e-stories-the-marcy-case-expansion,https://cdn11.bigcommerce.com/s-ua4dd/images/stencil/480x420/products/25773/51285/asmscts02us__67547.1506362093.jpg?c=2,$23.99,,$0.00,,No,"TIME Stories",https://amazon.com/dp/B013TRQLJO/,,,,,100,"Toys & Games","Space Cowboys",1,B013TRQLJO,,3558380031031,3558380031031,AMZ,yes,$41.89,$41.89,$41.89,$28.71,0,$4.72,"20 %",10,1,,4.03,"Large Standard-Size",71843,107324,81115,31,326,4.5,2022-03-25T19:31:11.000000Z,,100,100,1173,1142,299,hundredths-pounds,hundredths-inches
1,ulta.com,,"Earth Therapeutics Body Sponge",https://www.ulta.com/p/body-sponge-prod5504479,https://images.ulta.com/is/image/Ulta/5504479,$6.00,-1.01,$0.00,$4.95,No,"Earth Therapeutics Exfoliating Body Sponge",https://amazon.com/dp/B071JC2CGM/,,,,https://m.media-amazon.com/images/I/41Hm+r0nmIL.jpg,100,"Beauty & Personal Care","Earth Therapeutics",1,B071JC2CGM,,073377071171,073377071171,FBA,"out of stock",$11.31,$10.81,$11.34,$6.06,0,$1.11,"22 %",19,6,,0.06,"Large Standard-Size",93652,82837,94477,43,0,0,2022-03-25T19:10:12.000000Z,,0,0,420,380,200,hundredths-pounds,hundredths-inches
1,vitacost.com,,"Earth Therapeutics Exfoliating Body Sponge -- 1 Sponge",https://www.vitacost.com/earth-therapeutics-exfoliating-body-sponge,https://www.vitacost.com/Images/Products/500/Earth-Therapeutics/Earth-Therapeutics-Exfoliating-Body-Sponge-073377071171.jpg,$4.99,-0.50,$0.00,$4.49,No,"Earth Therapeutics Exfoliating Body Sponge",https://amazon.com/dp/B071JC2CGM/,,,,https://m.media-amazon.com/images/I/21nC95C4ziL.jpg,100,"Beauty & Personal Care","Earth Therapeutics",1,B071JC2CGM,,073377071171,073377071171,FBA,"out of stock",$11.31,$10.80,$11.34,$6.06,0,$1.57,"35 %",19,6,,0.06,"Large Standard-Size",93652,82816,94477,43,169,4.6,2022-03-25T19:10:15.000000Z,,0,0,420,380,200,hundredths-pounds,hundredths-inches
1,meijer.com,,"Pond's Rejuveness Anti Aging Cream, 1.75 oz",https://www.meijer.com/shopping/product/ponds-rejuveness-anti-aging-cream-175-oz/1111100514.html,https://www.meijer.com/content/dam/meijer/product/0001/11/1100/51/0001111100514_2_A1C1_0200.png,$2.00,-0.03,$0.00,$1.97,Yes,"Pond's Anti-Wrinkle Cream Rejuveness 1.75 oz",https://amazon.com/dp/B00BC33RZY/,,,,https://m.media-amazon.com/images/I/412mm1xqVlL.jpg,100,"Beauty & Personal Care",Pond's,1,B00BC33RZY,,011111005143,011111005143,FBA,"out of stock",$8.00,$7.63,$5.60,$3.81,0,$1.84,"93 %",8,2,,0.15,"Large Standard-Size",82662,100065,74822,31,390,4,2022-03-25T18:26:41.000000Z,,3,1,340,300,150,hundredths-pounds,hundredths-inches
1,dollargeneral.com,,"Pampers Swaddlers Diapers Size 4 22 Count",https://www.dollargeneral.com/products/product-page.pampers-swaddlers-diapers-size-4-22-count.html,https://www.dollargeneral.com/commerce/media/catalog/product/cache/0231fa359cffc72ddbbccc4eb84f7cfe/2/2/22806101.jpg,$4.50,-0.31,$0.00,$4.18,No,"Pampers Swaddlers, Diapers Size 4, 22 Count",https://amazon.com/dp/B07FDKTS52/,,,,https://m.media-amazon.com/images/I/51IFCNsfNWL.jpg,100,"Baby Products",Pampers,1,B07FDKTS52,B09KM1SVLB,037000749585,037000749585,FBA,"out of stock",$19.80,$19.25,$17.32,$10.90,0,$6.72,"161 %",5,1,,1.46,"Large Standard-Size",20941,28326,26906,27,454,4.8,2022-03-25T08:37:05.000000Z,,4,3,929,823,425,hundredths-pounds,hundredths-inches
1,walgreens.com,,"Pampers Swaddlers Diapers Size 4",https://www.walgreens.com/store/c/pampers-swaddlers-diapers-size-4/ID=prod6385646-product,http://pics.drugstore.com/prodimg/607349/155.jpg,$10.00,-1.54,$0.00,$8.40,No,"Pampers Swaddlers, Diapers Size 4, 22 Count",https://amazon.com/dp/B07FDKTS52/,,,,https://m.media-amazon.com/images/I/51IFCNsfNWL.jpg,100,"Baby Products",Pampers,1,B07FDKTS52,,37000749585,037000749585,FBA,"out of stock",$19.80,$19.25,$17.32,$10.90,0,$2.50,"30 %",5,1,,1.46,"Large Standard-Size",23869,28326,26906,27,454,4.8,2022-03-25T13:56:12.000000Z,,4,3,929,823,425,hundredths-pounds,hundredths-inches
1,kohls.com,,"Conair Unbound Cordless Rechargeable Mini Flat Iron",http://www.kohls.com/product/prd-4459864/conair-unbound-cordless-rechargeable-mini-flat-iron.jsp,https://media.kohlsimg.com/is/image/kohls/4459864,$23.99,-3.20,$0.00,$20.70,Yes,"Conair Unbound Cordless 3/4-inch Mini Flat Iron ~ Rechargeable Flat Iron for Sleek and Straight Styles Anytime, Anywhere, Blue",https://amazon.com/dp/B08DRYDB1Q/,,,,https://m.media-amazon.com/images/I/31R+pvMjAfL.jpg,100,"Beauty & Personal Care",Conair,1,B08DRYDB1Q,B09F3Z4DK3,074108414632,074108414632,MF,"out of stock",$34.50,$33.72,$33.47,$25.39,0,$4.69,"23 %",11,0,,0.7,"Large Standard-Size",10907,10925,6658,31,5161,4,2022-03-25T15:50:08.000000Z,,0,1,950,390,230,hundredths-pounds,hundredths-inches
1,walgreens.com,,"AmLactin Moisturizing Body Lotion",http://www.walgreens.com/store/c/amlactin-moisturizing-body-lotion/ID=prod6281525-product,//pics.drugstore.com/prodimg/544280/155.jpg,$10.99,-1.69,$0.00,$9.23,No,"AmLactin Daily Moisturizing Body Lotion | Instantly Hydrates, Relieves Roughness | Powerful Alpha-Hydroxy Therapy Gently Exfoliates | Smooths Dry Skin | Twin Pack (2) 7.9 oz. Bottles",https://amazon.com/dp/B00T7260EC/,,,,https://m.media-amazon.com/images/I/411pDIAem4L.jpg,100,"Beauty & Personal Care",Amlactin,1,B00T7260EC,,302450023449,302450023449,MF,"out of stock",$29.00,$28.76,$27.97,$19.49,0,$10.26,"111 %",7,0,,1.23,"Large Standard-Size",127570,115159,78389,18,0,0,2022-03-25T10:13:58.000000Z,,0,0,685,594,98,hundredths-pounds,hundredths-inches
1,dollargeneral.com,,"Pampers Baby-Dry Diapers Size 5 24 Count",https://www.dollargeneral.com/products/product-page.dg-health-maximum-strength-laxative-tablets-24-ct.html,https://www.dollargeneral.com/commerce/media/catalog/product/cache/0231fa359cffc72ddbbccc4eb84f7cfe/d/g/dghealth_maxstrenght_laxative_24ct.jpg,$2.25,-0.16,$0.00,$2.09,Yes,"Pampers Cruisers Baby Dry Diapers, Size 5, 24 Count",https://amazon.com/dp/B00FJEEC4C/,,,,https://m.media-amazon.com/images/I/51o-nSKY-JL.jpg,100,"Baby Products",Pampers,14,B00FJEEC4C,B09KP7X7SN,037000862123,037000862123,FBA,"out of stock",$21.99,$22.21,$22.11,$12.75,0,$10.66,"510 %",5,1,,1.65,"Large Standard-Size",34370,25755,29112,30,281,4.8,2022-03-25T08:42:10.000000Z,,0,0,858,858,457,hundredths-pounds,hundredths-inches
1,walgreens.com,,"Pantene Pro-V Repair & Protect Miracle Repairing Shampoo",https://www.walgreens.com/store/c/pantene-pro-v-repair-%26-protect-miracle-repairing-shampoo/ID=prod6162890-product,http://pics.drugstore.com/prodimg/459680/155.jpg,$3.99,-0.61,$0.00,$3.35,No,"Pantene Pro-V Shampoo, Repair & Protect with Keratin, 12.6 Ounce",https://amazon.com/dp/B00AZIZSOU/,,,,https://m.media-amazon.com/images/I/31HBgqWYQsL.jpg,100,"Beauty & Personal Care",Pantene,2,B00AZIZSOU,B09ND2BMGZ,080878172054,080878172054,FBA,"out of stock",$10.00,$10.61,$8.45,$4.67,0,$1.32,"39 %",15,2,,1,"Large Standard-Size",119304,138498,166641,27,259,4.5,2022-03-25T10:19:14.000000Z,,0,0,840,190,120,hundredths-pounds,hundredths-inches
1,kohls.com,,"Nerf Mega Talon Blaster",https://www.kohls.com/product/prd-3979953/nerf-mega-talon-blaster.jsp,https://media.kohlsimg.com/is/image/kohls/3979953,$6.49,-0.87,$0.00,$5.60,No,"NERF Mega Talon Blaster -- Includes 3 Official Accustrike Mega Darts -- for Kids, Teens, Adults",https://amazon.com/dp/B07VTQSM8F/,,,,https://m.media-amazon.com/images/I/416iubTd3aL.jpg,100,"Toys & Games",Nerf,1,B07VTQSM8F,,630509864065,630509864065,FBA,"out of stock",$17.89,$17.05,$15.16,$9.97,0,$4.37,"78 %",15,2,,0.8,"Large Standard-Size",151751,143175,120079,20,947,4.7,2022-03-25T19:37:16.000000Z,,0,1,1260,875,210,hundredths-pounds,hundredths-inches
1,fye.com,,"POP! Funkoverse: DC 101 Strategy Game [Expandalone Set]",https://www.fye.com/pop%21-funkoverse--dc-101-strategy-game-expandalone-set-fye.000000889698426466.html,https://www.fye.com/dw/image/v2/BBNF_PRD/on/demandware.static/-/Sites-fye-master/default/dw72173417/fye/000/000000/fye.000000889698426466_0.jpg?sw=584,$0.01,-0.00,$0.00,,No,"Funko Verse Strategy Board Game: DC Theme Set, Expansion Pack 2 Players",https://amazon.com/dp/B07RMBB54R/,,,,https://m.media-amazon.com/images/I/51QNyaPUobL.jpg,87,"Toys & Games",Funko,1,B07RMBB54R,B082H3T7VK,889698426466,889698426466,AMZ,yes,$19.99,$20.28,$20.35,$11.78,0,$11.77,"117700 %",46,1,,1.57,"Large Standard-Size",174679,184256,167256,18,485,4.7,2022-03-25T02:46:55.000000Z,,100,80,1051,650,252,hundredths-pounds,hundredths-inches
1,dollargeneral.com,,"Clairol Nice 'n Easy Permanent Hair Color, 10 Extra Light Blonde, 1 Kit",https://www.dollargeneral.com/products/product-page.lice-shield-2-in-1-shampoo-conditoner.html,https://www.dollargeneral.com/commerce/media/catalog/product/cache/0231fa359cffc72ddbbccc4eb84f7cfe/1/8/18512701.jpg,$4.50,-0.31,$0.00,$4.18,Yes,"Clairol Nice 'N Easy Permanent Hair Color, 10 Extra Light Blonde (Packaging May Vary), Pack of 1",https://amazon.com/dp/B079QLTY28/,,,,,100,"Beauty & Personal Care",Clairol,9,B079QLTY28,B09MQJCYDL,070018117335,070018117335,MF,"out of stock",$10.80,$9.58,$10.09,$5.38,0,$1.20,"29 %",15,0,,0.55,"Large Standard-Size",8665,76039,110218,21,1494,4.6,2022-03-25T19:39:30.000000Z,,18,12,650,375,225,hundredths-pounds,hundredths-inches
1,meijer.com,,"Wet n Wild Silk Finish Lipstick Raging Red",https://www.meijer.com/shopping/product/wet-n-wild-silk-finish-lipstick-raging-red/7780236113.html,https://www.meijer.com/content/dam/meijer/product/0007/78/0236/11/0007780236113_0_A1C1_0200.png,$1.29,-0.02,$0.00,$1.27,Yes,"wet n wild Silk Finish Lipstick| Hydrating Lip Color| Rich Buildable Color| Raging Red",https://amazon.com/dp/B079KFP7NT/,,,,https://m.media-amazon.com/images/I/31PIk55OZ-L.jpg,30,"Beauty & Personal Care","Wet N Wild",23,B079KFP7NT,B09PS5GS8G,077802361134,077802361134,FBA,"out of stock",$5.75,$5.49,$5.53,$1.74,0,$0.47,"37 %",9,1,,0.02,"Large Standard-Size",1294,4071,100190,25,0,0,2022-03-25T06:43:04.000000Z,,0,5,469,280,91,hundredths-pounds,hundredths-inches
1,walgreens.com,,"Wet n Wild Silk Finish Lip Color Raging Red",https://www.walgreens.com/store/c/wet-n-wild-silk-finish-lip-color/ID=prod6375157-product?skuId=sku6314111,http://pics.drugstore.com/prodimg/605767/155.jpg,$1.29,-0.20,$0.00,$1.08,No,"wet n wild Silk Finish Lipstick| Hydrating Lip Color| Rich Buildable Color| Raging Red",https://amazon.com/dp/B079KFP7NT/,,,,https://m.media-amazon.com/images/I/31PIk55OZ-L.jpg,100,"Beauty & Personal Care","Wet N Wild",23,B079KFP7NT,B09PS5GS8G,077802361134,077802361134,FBA,"out of stock",$5.75,$5.49,$5.53,$1.74,0,$0.66,"61 %",10,1,,0.02,"Large Standard-Size",1405,4054,99991,25,18990,4.3,2022-03-25T19:44:08.000000Z,,0,5,469,280,91,hundredths-pounds,hundredths-inches
